station_id,ln_nm,stin_nm,mv_path_dv_cd,mv_path_dv_nm,mg_no,path_label,floor_sequence,n_steps,n_elevator,n_escalator,guide_text,guide_lines
KR_1_1368,1호선,청산,1,출입구-승강장,4,2번출입구 옆 엘리베이터 → 전곡,1F → 2F,5,0,0,2번 출입구 → 표 내는 곳 통과 → [1F] 소요산 방면 지상1층 엘리베이터 → [2F] 소요산 방면 지상2층 승강장 → [2F] 승차 (휠체어칸),1. 2번 출입구 | 2. 표 내는 곳 통과 | 3. [1F] 소요산 방면 지상1층 엘리베이터 | 4. [2F] 소요산 방면 지상2층 승강장 | 5. [2F] 승차 (휠체어칸)
KR_1_0324,1호선,소요산,1,출입구-승강장,1,1번 출입구 → 동두천 방면 승강장,1F,4,0,0,[1F] 1번 출입구 대합실로 이동 → [1F] 표 내는 곳 통과 → [1F] 동두천 방면 승강장으로 이동 → [1F] 승차 (휠체어칸),1. [1F] 1번 출입구 대합실로 이동 | 2. [1F] 표 내는 곳 통과 | 3. [1F] 동두천 방면 승강장으로 이동 | 4. [1F] 승차 (휠체어칸)
KR_1_0324,1호선,소요산,1,출입구-승강장,2,1번 출입구 → 청산방면 승강장,1F,4,0,0,[1F] 1번 출입구 대합실로 이동 → [1F] 표 내는 곳 통과 → [1F] 동두천  방면승차 (휠체어칸) → 연천/인천 방면 엘리베이터 이용 (엘리베이터),1. [1F] 1번 출입구 대합실로 이동 | 2. [1F] 표 내는 곳 통과 | 3. [1F] 동두천  방면승차 (휠체어칸) | 4. 연천/인천 방면 엘리베이터 이용 (엘리베이터)
KR_1_0158,1호선,동두천,1,출입구-승강장,1,1번 출입구 옆 엘리베이터 → 소요산 방면 승강장,1F → 3F → 1F,6,2,0,"1번 출입구 옆 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) → [3F] 대합실로 이동 → [3F] 표 내는 곳 통과 → 소요산 방면 엘리베이터(으)로 2개 층 내려가기 (3F → 1F, 엘리베이터) → [1F] 소요산 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)","1. 1번 출입구 옆 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) | 2. [3F] 대합실로 이동 | 3. [3F] 표 내는 곳 통과 | 4. 소요산 방면 엘리베이터(으)로 2개 층 내려가기 (3F → 1F, 엘리베이터) | 5. [1F] 소요산 방면 승강장으로 이동 | 6. [1F] 승차 (휠체어칸)"
KR_1_0158,1호선,동두천,1,출입구-승강장,2,1번 출입구 옆 엘리베이터 → 보산 방면 승강장,1F → 3F → 1F,6,2,0,"1번 출입구 옆 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) → [3F] 대합실로 이동 → [3F] 표 내는 곳 통과 → 보산 방면 엘리베이터(으)로 2개 층 내려가기 (3F → 1F, 엘리베이터) → [1F] 보산 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)","1. 1번 출입구 옆 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) | 2. [3F] 대합실로 이동 | 3. [3F] 표 내는 곳 통과 | 4. 보산 방면 엘리베이터(으)로 2개 층 내려가기 (3F → 1F, 엘리베이터) | 5. [1F] 보산 방면 승강장으로 이동 | 6. [1F] 승차 (휠체어칸)"
KR_1_0158,1호선,동두천,1,출입구-승강장,3,2번 출입구 옆 엘리베이터 → 소요산 방면 승강장,1F → 3F → 1F,6,2,0,"2번 출입구 옆 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) → [3F] 대합실로 이동 → [3F] 표 내는 곳 통과 → 소요산 방면 엘리베이터(으)로 2개 층 내려가기 (3F → 1F, 엘리베이터) → [1F] 소요산 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)","1. 2번 출입구 옆 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) | 2. [3F] 대합실로 이동 | 3. [3F] 표 내는 곳 통과 | 4. 소요산 방면 엘리베이터(으)로 2개 층 내려가기 (3F → 1F, 엘리베이터) | 5. [1F] 소요산 방면 승강장으로 이동 | 6. [1F] 승차 (휠체어칸)"
KR_1_0158,1호선,동두천,1,출입구-승강장,4,2번 출입구 옆 엘리베이터 → 보산 방면 승강장,1F → 3F → 1F,6,2,0,"2번 출입구 옆 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) → [3F] 대합실로 이동 → [3F] 표 내는 곳 통과 → 보산 방면 엘리베이터(으)로 2개 층 내려가기 (3F → 1F, 엘리베이터) → [1F] 보산 방면 승강장으로 이동 → [1F] 승차 (휠체어칸)","1. 2번 출입구 옆 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) | 2. [3F] 대합실로 이동 | 3. [3F] 표 내는 곳 통과 | 4. 보산 방면 엘리베이터(으)로 2개 층 내려가기 (3F → 1F, 엘리베이터) | 5. [1F] 보산 방면 승강장으로 이동 | 6. [1F] 승차 (휠체어칸)"
KR_1_0235,1호선,보산,1,출입구-승강장,1,1번 출입구 → 동두천 방면 승강장,1F → 3F,5,1,0,"[1F] 1번 출입구 대합실로 이동 → 동두천 방면 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) → [3F] 동두천 방면 승강장으로 이동 → [3F] 표 내는 곳 통과 → [3F] 승차 (휠체어칸)","1. [1F] 1번 출입구 대합실로 이동 | 2. 동두천 방면 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) | 3. [3F] 동두천 방면 승강장으로 이동 | 4. [3F] 표 내는 곳 통과 | 5. [3F] 승차 (휠체어칸)"
KR_1_0235,1호선,보산,1,출입구-승강장,2,1번 출입구 → 동두천중앙 방면 승강장,1F → 3F,5,1,0,"[1F] 1번 출입구 대합실로 이동 → 동두천중앙 방면 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) → [3F] 동두천중앙 방면 승강장으로 이동 → [3F] 표 내는 곳 통과 → [3F] 승차 (휠체어칸)","1. [1F] 1번 출입구 대합실로 이동 | 2. 동두천중앙 방면 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) | 3. [3F] 동두천중앙 방면 승강장으로 이동 | 4. [3F] 표 내는 곳 통과 | 5. [3F] 승차 (휠체어칸)"
KR_1_0235,1호선,보산,1,출입구-승강장,3,2번 출입구 → 동두천 방면 승강장,1F → 3F,5,1,0,"[1F] 2번 출입구 대합실로 이동 → 동두천 방면 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) → [3F] 동두천 방면 승강장으로 이동 → [3F] 표 내는 곳 통과 → [3F] 승차 (휠체어칸)","1. [1F] 2번 출입구 대합실로 이동 | 2. 동두천 방면 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) | 3. [3F] 동두천 방면 승강장으로 이동 | 4. [3F] 표 내는 곳 통과 | 5. [3F] 승차 (휠체어칸)"
KR_1_0235,1호선,보산,1,출입구-승강장,4,2번 출입구 → 동두천중앙 방면 승강장,1F → 3F,5,1,0,"[1F] 2번 출입구 대합실로 이동 → 동두천중앙 방면 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) → [3F] 동두천중앙 방면 승강장으로 이동 → [3F] 표 내는 곳 통과 → [3F] 승차 (휠체어칸)","1. [1F] 2번 출입구 대합실로 이동 | 2. 동두천중앙 방면 엘리베이터(으)로 2개 층 올라가기 (1F → 3F, 엘리베이터) | 3. [3F] 동두천중앙 방면 승강장으로 이동 | 4. [3F] 표 내는 곳 통과 | 5. [3F] 승차 (휠체어칸)"
KR_1_0159,1호선,동두천중앙,1,출입구-승강장,1,1번 출입구 → 보산 방면,1F → 3F,4,0,0,1번 출입구 → [1F] 보산방면 지상1층 엘리베이터 → [3F] 보산방면 지상3층 승강장 엘리베이터 → [3F] 보산방면 승강장,1. 1번 출입구 | 2. [1F] 보산방면 지상1층 엘리베이터 | 3. [3F] 보산방면 지상3층 승강장 엘리베이터 | 4. [3F] 보산방면 승강장
KR_1_0159,1호선,동두천중앙,1,출입구-승강장,2,2번 출입구 → 보산 방면,1F → 3F,4,0,0,2번 출입구 → [1F] 보산방면 지상1층 엘리베이터 → [3F] 보산방면 지상3층 승강장 엘리베이터 → [3F] 보산방면 승강장,1. 2번 출입구 | 2. [1F] 보산방면 지상1층 엘리베이터 | 3. [3F] 보산방면 지상3층 승강장 엘리베이터 | 4. [3F] 보산방면 승강장
KR_1_0159,1호선,동두천중앙,1,출입구-승강장,3,3번 출입구 → 보산 방면,1F → 3F,4,0,0,3번 출입구 → [1F] 보산방면 지상1층 엘리베이터 → [3F] 보산방면 지상3층 승강장 엘리베이터 → [3F] 보산방면 승강장,1. 3번 출입구 | 2. [1F] 보산방면 지상1층 엘리베이터 | 3. [3F] 보산방면 지상3층 승강장 엘리베이터 | 4. [3F] 보산방면 승강장
KR_1_0159,1호선,동두천중앙,1,출입구-승강장,4,4번 출입구 → 보산 방면,1F → 3F,4,0,0,4번 출입구 → [1F] 보산방면 지상1층 엘리베이터 → [3F] 보산방면 지상3층 승강장 엘리베이터 → [3F] 보산방면 승강장,1. 4번 출입구 | 2. [1F] 보산방면 지상1층 엘리베이터 | 3. [3F] 보산방면 지상3층 승강장 엘리베이터 | 4. [3F] 보산방면 승강장
KR_1_0159,1호선,동두천중앙,1,출입구-승강장,5,1번 출입구 → 지행 방면,1F → 3F,4,0,0,1번 출입구 → [1F] 지행방면 지상1층 엘리베이터 → [3F] 지행방면 지상3층 승강장 엘리베이터 → [3F] 지행방면 승강장,1. 1번 출입구 | 2. [1F] 지행방면 지상1층 엘리베이터 | 3. [3F] 지행방면 지상3층 승강장 엘리베이터 | 4. [3F] 지행방면 승강장
KR_1_0159,1호선,동두천중앙,1,출입구-승강장,6,2번 출입구 → 지행 방면,1F → 3F,4,0,0,2번 출입구 → [1F] 지행방면 지상1층 엘리베이터 → [3F] 지행방면 지상3층 승강장 엘리베이터 → [3F] 지행방면 승강장,1. 2번 출입구 | 2. [1F] 지행방면 지상1층 엘리베이터 | 3. [3F] 지행방면 지상3층 승강장 엘리베이터 | 4. [3F] 지행방면 승강장
KR_1_0159,1호선,동두천중앙,1,출입구-승강장,7,3번 출입구 → 지행 방면,1F → 3F,4,0,0,3번 출입구 → [1F] 지행방면 지상1층 엘리베이터 → [3F] 지행방면 지상3층 승강장 엘리베이터 → [3F] 지행방면 승강장,1. 3번 출입구 | 2. [1F] 지행방면 지상1층 엘리베이터 | 3. [3F] 지행방면 지상3층 승강장 엘리베이터 | 4. [3F] 지행방면 승강장
KR_1_0159,1호선,동두천중앙,1,출입구-승강장,8,4번 출입구 → 지행 방면,1F → 3F,4,0,0,4번 출입구 → [1F] 지행방면 지상1층 엘리베이터 → [3F] 지행방면 지상3층 승강장 엘리베이터 → [3F] 지행방면 승강장,1. 4번 출입구 | 2. [1F] 지행방면 지상1층 엘리베이터 | 3. [3F] 지행방면 지상3층 승강장 엘리베이터 | 4. [3F] 지행방면 승강장
KR_1_0538,1호선,지행,1,출입구-승강장,1,1번 출입구 → 동두천중앙 방면,1F → 2F,5,1,0,"[1F] 1번 출입구 대합실로 이동 → [1F] 표 내는곳 통과 → 동두천중앙 방면 엘리베이터(2호기)(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 동두천중앙 방면 승강장으로 이동 → [2F] 승차(휠체어칸)","1. [1F] 1번 출입구 대합실로 이동 | 2. [1F] 표 내는곳 통과 | 3. 동두천중앙 방면 엘리베이터(2호기)(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 4. [2F] 동두천중앙 방면 승강장으로 이동 | 5. [2F] 승차(휠체어칸)"
KR_1_0538,1호선,지행,1,출입구-승강장,2,1번 출입구 → 덕정 방면,1F → 2F,5,1,0,"[1F] 1번 출입구 대합실로 이동 → [1F] 표 내는곳 통과 → 덕정 방면 엘리베이터(1호기)(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 덕정 방면 승강장으로 이동 → [2F] 승차(휠체어칸)","1. [1F] 1번 출입구 대합실로 이동 | 2. [1F] 표 내는곳 통과 | 3. 덕정 방면 엘리베이터(1호기)(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 4. [2F] 덕정 방면 승강장으로 이동 | 5. [2F] 승차(휠체어칸)"
KR_1_0538,1호선,지행,1,출입구-승강장,3,4번 출입구 → 동두천중앙 방면,1F → 2F,5,1,0,"[1F] 4번 출입구 대합실로 이동 → [1F] 표 내는곳 통과 → 동두천중앙 방면 엘리베이터(2호기)(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 동두천중앙 방면 승강장으로 이동 → [2F] 승차(휠체어칸)","1. [1F] 4번 출입구 대합실로 이동 | 2. [1F] 표 내는곳 통과 | 3. 동두천중앙 방면 엘리베이터(2호기)(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 4. [2F] 동두천중앙 방면 승강장으로 이동 | 5. [2F] 승차(휠체어칸)"
KR_1_0538,1호선,지행,1,출입구-승강장,4,4번 출입구 → 덕정 방면,1F → 2F,5,1,0,"[1F] 4번 출입구 대합실로 이동 → [1F] 표 내는곳 통과 → 덕정 방면 엘리베이터(1호기)(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 덕정 방면 승강장으로 이동 → [2F] 승차(휠체어칸)","1. [1F] 4번 출입구 대합실로 이동 | 2. [1F] 표 내는곳 통과 | 3. 덕정 방면 엘리베이터(1호기)(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 4. [2F] 덕정 방면 승강장으로 이동 | 5. [2F] 승차(휠체어칸)"
KR_1_0141,1호선,덕정,1,출입구-승강장,1,1번 출입구 → 지행 방면,1F → 2F,4,0,0,1번 출입구 → [1F] 지행방면 지상1층 엘리베이터 → [2F] 지행방면 지상2층 승강장 엘리베이터 → [2F] 지행방면 승강장,1. 1번 출입구 | 2. [1F] 지행방면 지상1층 엘리베이터 | 3. [2F] 지행방면 지상2층 승강장 엘리베이터 | 4. [2F] 지행방면 승강장
KR_1_0141,1호선,덕정,1,출입구-승강장,2,1번 출입구 → 덕계 방면,1F → 2F,4,0,0,1번 출입구 → [1F] 덕계방면 지상1층 엘리베이터 → [2F] 덕계방면 지상2층 승강장 엘리베이터 → [2F] 덕계방면 승강장,1. 1번 출입구 | 2. [1F] 덕계방면 지상1층 엘리베이터 | 3. [2F] 덕계방면 지상2층 승강장 엘리베이터 | 4. [2F] 덕계방면 승강장
KR_1_0139,1호선,덕계,1,출입구-승강장,1,1번 출입구 → 덕정 방면,1F → 2F,5,0,0,1번 출입구 → 개집표기 통과 → [1F] 덕정방면 지상1층 엘리베이터 → [2F] 덕정방면 지상2층 승강장 엘리베이터 → [2F] 덕정방면 승강장,1. 1번 출입구 | 2. 개집표기 통과 | 3. [1F] 덕정방면 지상1층 엘리베이터 | 4. [2F] 덕정방면 지상2층 승강장 엘리베이터 | 5. [2F] 덕정방면 승강장
KR_1_0139,1호선,덕계,1,출입구-승강장,2,2번 출입구 → 덕정 방면,1F → 2F,5,0,0,2번 출입구 → 개집표기 통과 → [1F] 덕정방면 지상1층 엘리베이터 → [2F] 덕정방면 지상2층 승강장 엘리베이터 → [2F] 덕정방면 승강장,1. 2번 출입구 | 2. 개집표기 통과 | 3. [1F] 덕정방면 지상1층 엘리베이터 | 4. [2F] 덕정방면 지상2층 승강장 엘리베이터 | 5. [2F] 덕정방면 승강장
KR_1_0139,1호선,덕계,1,출입구-승강장,3,1번 출입구 → 양주 방면,1F → 2F,5,0,0,1번 출입구 → 개집표기 통과 → [1F] 양주방면 지상1층 엘리베이터 → [2F] 양주방면 지상2층 승강장 엘리베이터 → [2F] 양주방면 승강장,1. 1번 출입구 | 2. 개집표기 통과 | 3. [1F] 양주방면 지상1층 엘리베이터 | 4. [2F] 양주방면 지상2층 승강장 엘리베이터 | 5. [2F] 양주방면 승강장
KR_1_0139,1호선,덕계,1,출입구-승강장,4,2번 출입구 → 양주 방면,1F → 2F,5,0,0,2번 출입구 → 개집표기 통과 → [1F] 양주방면 지상1층 엘리베이터 → [2F] 양주방면 지상2층 승강장 엘리베이터 → [2F] 양주방면 승강장,1. 2번 출입구 | 2. 개집표기 통과 | 3. [1F] 양주방면 지상1층 엘리베이터 | 4. [2F] 양주방면 지상2층 승강장 엘리베이터 | 5. [2F] 양주방면 승강장
KR_1_0403,1호선,양주,1,출입구-승강장,1,1번 출입구 → 덕계 방면,1F → 2F,5,1,0,"[1F] 1번 출입구 대합실로 이동 → [1F] 표 내는곳 통과 → 덕계 방면 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 덕계 방면 승강장으로 이동 → [2F] 승차(휠체어칸)","1. [1F] 1번 출입구 대합실로 이동 | 2. [1F] 표 내는곳 통과 | 3. 덕계 방면 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 4. [2F] 덕계 방면 승강장으로 이동 | 5. [2F] 승차(휠체어칸)"
KR_1_0403,1호선,양주,1,출입구-승강장,2,1번 출입구 → 녹양 방면,1F → 2F,5,1,0,"[1F] 1번 출입구 대합실로 이동 → [1F] 표 내는곳 통과 → 녹양 방면 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 녹양 방면 승강장으로 이동 → [2F] 승차(휠체어칸)","1. [1F] 1번 출입구 대합실로 이동 | 2. [1F] 표 내는곳 통과 | 3. 녹양 방면 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 4. [2F] 녹양 방면 승강장으로 이동 | 5. [2F] 승차(휠체어칸)"
KR_1_0403,1호선,양주,1,출입구-승강장,3,2번 출입구 → 덕계 방면,1F → 2F,5,1,0,"[1F] 2번 출입구 대합실로 이동 → [1F] 표 내는곳 통과 → 덕계 방면 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 덕계 방면 승강장으로 이동 → [2F] 승차(휠체어칸)","1. [1F] 2번 출입구 대합실로 이동 | 2. [1F] 표 내는곳 통과 | 3. 덕계 방면 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 4. [2F] 덕계 방면 승강장으로 이동 | 5. [2F] 승차(휠체어칸)"
KR_1_0403,1호선,양주,1,출입구-승강장,4,2번 출입구 → 녹양 방면,1F → 2F,5,1,0,"[1F] 2번 출입구 대합실로 이동 → [1F] 표 내는곳 통과 → 녹양 방면 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) → [2F] 녹양 방면 승강장으로 이동 → [2F] 승차(휠체어칸)","1. [1F] 2번 출입구 대합실로 이동 | 2. [1F] 표 내는곳 통과 | 3. 녹양 방면 엘리베이터(으)로 1개 층 올라가기 (1F → 2F, 엘리베이터) | 4. [2F] 녹양 방면 승강장으로 이동 | 5. [2F] 승차(휠체어칸)"
KR_1_0118,1호선,녹양,1,출입구-승강장,1,1번 출입구 → 양주 방면,1F → 2F,5,0,0,1번 출입구 → 개집표기 통과 → [1F] 양주방면 지상1층 엘리베이터 → [2F] 양주방면 지상2층 승강장 엘리베이터 → [2F] 양주방면 승강장,1. 1번 출입구 | 2. 개집표기 통과 | 3. [1F] 양주방면 지상1층 엘리베이터 | 4. [2F] 양주방면 지상2층 승강장 엘리베이터 | 5. [2F] 양주방면 승강장
KR_1_0118,1호선,녹양,1,출입구-승강장,2,2번 출입구 → 양주 방면,1F → 2F,5,0,0,2번 출입구 → 개집표기 통과 → [1F] 양주방면 지상1층 엘리베이터 → [2F] 양주방면 지상2층 승강장 엘리베이터 → [2F] 양주방면 승강장,1. 2번 출입구 | 2. 개집표기 통과 | 3. [1F] 양주방면 지상1층 엘리베이터 | 4. [2F] 양주방면 지상2층 승강장 엘리베이터 | 5. [2F] 양주방면 승강장
KR_1_0118,1호선,녹양,1,출입구-승강장,3,1번 출입구 → 가능 방면,1F → 2F,5,0,0,1번 출입구 → 개집표기 통과 → [1F] 가능방면 지상1층 엘리베이터 → [2F] 가능방면 지상2층 승강장 엘리베이터 → [2F] 가능방면 승강장,1. 1번 출입구 | 2. 개집표기 통과 | 3. [1F] 가능방면 지상1층 엘리베이터 | 4. [2F] 가능방면 지상2층 승강장 엘리베이터 | 5. [2F] 가능방면 승강장
